Time/Date	degC	psi
38146.486111	7.92	63.86
38146.496528	7.92	64.39
38146.506944	7.92	64.39
38146.517361	7.92	64.39
38146.527778	7.92	64.39
38146.538194	7.92	64.39
38146.548611	7.92	63.86
38146.559028	7.92	64.39
38146.569444	7.92	63.86
38146.579861	7.92	63.86
38146.590278	7.92	63.86
38146.600694	7.92	63.86
38146.611111	7.92	63.86
38146.621528	7.92	63.33
38146.631944	7.92	63.86
38146.642361	7.92	63.33
38146.652778	7.92	63.33
38146.663194	7.92	63.33
38146.673611	7.92	63.33
38146.684028	7.92	63.33
38146.694444	7.92	63.33
38146.704861	7.92	63.33
38146.715278	7.92	63.33
38146.725694	7.92	63.33
38146.736111	7.92	63.33
38146.746528	7.92	63.33
38146.756944	7.92	63.33
38146.767361	7.92	62.81
38146.777778	7.92	63.33
38146.788194	7.92	63.33
38146.798611	8.11	63.34
38146.809028	8.11	63.34
38146.819444	8.11	63.34
38146.829861	8.11	63.34
38146.840278	8.11	63.34
38146.850694	8.11	63.34
38146.861111	8.11	63.34
38146.871528	8.11	63.34
38146.881944	8.11	63.34
38146.892361	8.11	63.34
38146.902778	8.11	63.87
38146.913194	8.11	63.87
38146.923611	8.11	63.87
38146.934028	8.11	63.87
38146.944444	8.11	63.87
38146.954861	8.11	63.87
38146.965278	8.11	63.87
38146.975694	8.11	63.87
38146.986111	8.11	64.39
38146.996528	7.92	64.39
38147.006944	7.92	64.39
38147.017361	7.92	63.86
38147.027778	7.92	63.86
38147.038194	7.92	64.39
38147.048611	7.92	64.39
38147.059028	7.92	64.39
38147.069444	7.92	63.86
38147.079861	7.92	63.86
38147.090278	7.92	63.86
38147.100694	7.92	63.86
38147.111111	7.92	63.86
38147.121528	7.92	63.86
38147.131944	7.92	63.86
38147.142361	7.92	63.86
38147.152778	8.11	63.34
38147.163194	8.11	63.34
38147.173611	8.11	63.34
38147.184028	8.11	63.34
38147.194444	8.11	63.34
38147.204861	8.11	63.34
38147.215278	8.11	62.81
38147.225694	8.11	63.34
38147.236111	8.11	62.81
38147.246528	8.11	62.81
38147.256944	8.11	62.81
38147.267361	8.11	62.81
38147.277778	8.11	62.81
38147.288194	8.11	62.81
38147.298611	8.11	62.81
38147.309028	8.11	62.81
38147.319444	8.11	62.81
38147.329861	8.11	62.81
38147.340278	8.11	62.81
38147.350694	8.11	62.81
38147.361111	8.11	62.81
38147.371528	8.11	62.81
38147.381944	8.11	62.81
38147.392361	8.11	62.81
38147.402778	8.11	63.34
38147.413194	8.11	63.34
38147.423611	8.11	63.34
38147.434028	8.11	63.34
38147.444444	8.11	63.34
38147.454861	8.11	63.34
38147.465278	8.11	63.87
38147.475694	8.11	63.87
38147.486111	8.11	63.87
38147.496528	8.11	63.87
38147.506944	8.11	64.39
38147.517361	8.11	63.87
38147.527778	8.11	64.39
38147.538194	8.11	64.39
38147.548611	8.11	64.39
38147.559028	8.11	64.39
38147.569444	8.11	64.39
38147.579861	8.11	64.39
38147.590278	8.11	64.39
38147.600694	8.11	64.39
38147.611111	8.11	64.39
38147.621528	7.92	63.86
38147.631944	7.92	64.39
38147.642361	7.92	63.86
38147.652778	7.92	64.39
38147.663194	7.92	63.86
38147.673611	7.92	63.86
38147.684028	7.92	63.86
38147.694444	7.92	63.86
38147.704861	7.92	63.86
38147.715278	7.92	63.86
38147.725694	7.92	63.33
38147.736111	7.92	63.86
38147.746528	7.92	63.86
38147.756944	7.92	63.86
38147.767361	7.92	63.86
38147.777778	7.92	63.86
38147.788194	7.92	63.33
38147.798611	7.92	63.86
38147.809028	7.92	63.86
38147.819444	7.92	63.86
38147.829861	7.92	63.86
38147.840278	8.11	63.87
38147.850694	8.11	63.34
38147.861111	8.11	63.87
38147.871528	8.11	63.87
38147.881944	8.11	63.87
38147.892361	8.11	63.87
38147.902778	8.11	63.87
38147.913194	8.11	63.87
38147.923611	8.11	63.87
38147.934028	8.11	64.39
38147.944444	8.11	64.39
38147.954861	8.11	64.39
38147.965278	8.11	64.39
38147.975694	8.11	64.39
38147.986111	7.92	64.39
38147.996528	7.92	64.39
38148.006944	7.92	64.39
38148.017361	7.92	64.39
38148.027778	7.92	64.39
38148.038194	7.92	64.39
38148.048611	7.92	64.39
38148.059028	7.92	64.39
38148.069444	7.92	64.92
38148.079861	7.92	64.39
38148.090278	7.92	64.39
38148.100694	7.92	64.39
38148.111111	7.92	64.39
38148.121528	7.92	64.39
38148.131944	7.92	64.39
38148.142361	7.92	64.39
38148.152778	7.92	64.39
38148.163194	7.92	64.39
38148.173611	7.92	64.39
38148.184028	7.92	64.39
38148.194444	7.92	64.39
38148.204861	7.92	63.86
38148.215278	7.92	63.86
38148.225694	7.92	63.86
38148.236111	7.92	63.86
38148.246528	8.11	63.87
38148.256944	8.11	63.87
38148.267361	8.11	63.87
38148.277778	8.11	63.87
38148.288194	8.11	63.87
38148.298611	8.11	63.87
38148.309028	8.11	63.87
38148.319444	8.11	63.87
38148.329861	8.11	63.87
38148.340278	8.11	63.87
38148.350694	8.11	63.87
38148.361111	8.11	63.87
38148.371528	8.11	63.87
38148.381944	8.11	63.87
38148.392361	8.11	63.87
38148.402778	8.11	64.39
38148.413194	8.3	64.4
38148.423611	8.3	64.4
38148.434028	8.3	64.4
38148.444444	8.3	64.93
38148.454861	8.3	64.93
38148.465278	8.3	64.93
38148.475694	8.11	64.92
38148.486111	8.11	64.92
38148.496528	8.11	64.92
38148.506944	8.11	64.92
38148.517361	8.11	64.92
38148.527778	8.11	65.45
38148.538194	8.11	65.45
38148.548611	8.11	65.45
38148.559028	8.11	65.45
38148.569444	8.11	65.45
38148.579861	8.11	64.92
38148.590278	8.11	65.45
38148.600694	8.11	65.45
38148.611111	8.11	65.45
38148.621528	8.11	65.45
38148.631944	8.11	64.92
38148.642361	7.92	65.45
38148.652778	7.92	65.45
38148.663194	7.92	64.92
38148.673611	7.92	65.45
38148.684028	7.92	64.92
38148.694444	7.92	64.92
38148.704861	7.92	64.92
38148.715278	7.92	64.92
38148.725694	7.92	64.92
38148.736111	7.92	64.92
38148.746528	7.92	64.92
38148.756944	7.92	64.92
38148.767361	7.92	64.92
38148.777778	7.92	64.92
38148.788194	7.92	64.92
38148.798611	7.92	64.92
38148.809028	7.92	64.92
38148.819444	7.92	64.92
38148.829861	7.92	64.39
38148.840278	7.92	64.92
38148.850694	7.92	64.39
38148.861111	7.92	64.39
38148.871528	7.92	64.39
38148.881944	7.92	64.39
38148.892361	7.92	64.39
38148.902778	8.11	64.39
38148.913194	8.11	64.39
38148.923611	8.11	47.98
38148.934028	8.11	56.98
38148.944444	8.11	46.92
38148.954861	8.11	43.74
38148.965278	8.11	44.27
38148.975694	8.11	37.38
38148.986111	8.11	43.74
38148.996528	7.92	66.51
38149.006944	7.92	66.51
38149.017361	7.92	66.51
38149.027778	7.92	66.51
38149.038194	7.92	66.51
38149.048611	7.92	66.51
38149.059028	7.92	66.51
38149.069444	7.92	67.04
38149.079861	7.92	66.51
38149.090278	7.92	67.04
38149.100694	7.74	66.51
38149.111111	7.74	66.51
38149.121528	7.74	66.51
38149.131944	7.74	66.51
38149.142361	7.74	66.51
38149.152778	7.74	66.51
38149.163194	7.55	66.51
38149.173611	7.55	66.51
38149.184028	7.55	66.51
38149.194444	7.55	66.51
38149.204861	7.55	66.51
38149.215278	7.55	66.51
38149.225694	7.55	66.51
38149.236111	7.55	65.98
38149.246528	7.55	65.98
38149.256944	7.55	65.98
38149.267361	7.55	65.98
38149.277778	7.55	65.98
38149.288194	7.55	65.98
38149.298611	7.55	65.98
38149.309028	7.55	65.98
38149.319444	7.55	65.98
38149.329861	7.55	65.98
38149.340278	7.55	65.98
38149.350694	7.55	65.98
38149.361111	7.55	65.98
38149.371528	7.55	65.98
38149.381944	7.74	65.98
38149.392361	7.74	65.98
38149.402778	7.74	65.98
38149.413194	7.74	66.51
38149.423611	7.74	65.98
38149.434028	7.92	65.98
38149.444444	7.92	66.51
38149.454861	7.92	66.51
38149.465278	7.92	66.51
38149.475694	7.92	66.51
38149.486111	7.92	66.51
38149.496528	7.92	66.51
38149.506944	7.92	66.51
38149.517361	7.92	67.04
38149.527778	7.92	67.04
38149.538194	7.92	67.04
38149.548611	7.92	67.57
38149.559028	7.92	67.04
38149.569444	7.92	67.57
38149.579861	7.92	67.57
38149.590278	7.92	67.57
38149.600694	7.74	67.57
38149.611111	7.74	68.1
38149.621528	7.74	68.1
38149.631944	7.74	68.1
38149.642361	7.74	68.1
38149.652778	7.74	68.1
38149.663194	7.74	68.1
38149.673611	7.74	68.1
38149.684028	7.55	68.09
38149.694444	7.55	68.09
38149.704861	7.55	67.57
38149.715278	7.55	67.57
38149.725694	7.55	67.57
38149.736111	7.55	67.57
38149.746528	7.55	67.04
38149.756944	7.55	67.04
38149.767361	7.55	67.04
38149.777778	7.55	67.04
38149.788194	7.55	67.04
38149.798611	7.55	67.04
38149.809028	7.55	67.04
38149.819444	7.55	67.04
38149.829861	7.55	67.04
38149.840278	7.55	67.04
38149.850694	7.55	67.04
38149.861111	7.55	67.04
38149.871528	7.55	67.04
38149.881944	7.55	67.04
38149.892361	7.55	67.04
38149.902778	7.55	67.04
38149.913194	7.55	67.04
38149.923611	7.55	67.04
38149.934028	7.55	67.04
38149.944444	7.55	67.04
38149.954861	7.55	67.04
38149.965278	7.55	67.04
38149.975694	7.55	67.04
38149.986111	7.55	67.04
38149.996528	7.74	67.04
38150.006944	7.74	67.04
38150.017361	7.74	67.04
38150.027778	7.74	67.04
38150.038194	7.74	67.57
38150.048611	7.74	67.57
38150.059028	7.74	67.57
38150.069444	7.74	67.57
38150.079861	7.74	67.57
38150.090278	7.74	67.57
38150.100694	7.74	67.57
38150.111111	7.74	67.57
38150.121528	7.74	67.57
38150.131944	7.74	67.57
38150.142361	7.74	67.57
38150.152778	7.74	67.57
38150.163194	7.74	67.57
38150.173611	7.74	67.57
38150.184028	7.74	67.57
38150.194444	7.74	67.57
38150.204861	7.74	67.57
38150.215278	7.74	67.04
38150.225694	7.74	67.57
38150.236111	7.74	67.04
38150.246528	7.74	67.04
38150.256944	7.74	67.04
38150.267361	7.74	67.04
38150.277778	7.55	67.04
38150.288194	7.55	67.04
38150.298611	7.55	67.04
38150.309028	7.55	67.04
38150.319444	7.55	67.04
38150.329861	7.55	66.51
38150.340278	7.55	67.04
38150.350694	7.55	66.51
38150.361111	7.55	66.51
38150.371528	7.55	66.51
38150.381944	7.55	66.51
38150.392361	7.74	66.51
38150.402778	7.74	66.51
38150.413194	7.74	66.51
38150.423611	7.74	66.51
38150.434028	7.74	66.51
38150.444444	7.74	66.51
38150.454861	7.74	66.51
38150.465278	7.74	66.51
38150.475694	7.74	66.51
38150.486111	7.92	66.51
38150.496528	7.92	65.98
38150.506944	7.92	65.98
38150.517361	7.92	65.98
38150.527778	7.92	65.98
38150.538194	7.92	65.98
38150.548611	7.92	65.98
38150.559028	7.92	65.98
38150.569444	7.92	66.51
38150.579861	7.92	66.51
38150.590278	7.92	65.98
38150.600694	7.92	65.98
38150.611111	7.92	65.98
38150.621528	7.92	65.98
38150.631944	7.92	65.45
38150.642361	7.92	65.98
38150.652778	7.92	65.98
38150.663194	7.92	65.98
38150.673611	7.92	65.98
38150.684028	7.92	65.98
38150.694444	7.92	65.45
38150.704861	7.92	65.45
38150.715278	7.92	65.98
38150.725694	7.92	65.45
38150.736111	7.92	65.45
38150.746528	7.92	65.45
38150.756944	7.92	65.45
38150.767361	7.92	65.98
38150.777778	7.92	65.98
38150.788194	7.74	65.98
38150.798611	7.74	65.98
38150.809028	7.74	65.98
38150.819444	7.74	65.98
38150.829861	7.74	65.98
38150.840278	7.74	65.98
38150.850694	7.74	65.98
38150.861111	7.74	65.45
38150.871528	7.74	65.45
38150.881944	7.74	65.45
38150.892361	7.74	65.45
38150.902778	7.74	65.45
38150.913194	7.92	65.45
38150.923611	7.92	65.45
38150.934028	7.92	65.45
38150.944444	7.92	51.69
38150.954861	7.92	53.28
38150.965278	7.92	51.69
38150.975694	7.92	56.98
38150.986111	7.92	54.86
38150.996528	7.92	51.16
38151.006944	7.74	53.81
38151.017361	7.74	53.28
38151.027778	7.74	53.81
38151.038194	7.74	55.92
38151.048611	7.74	53.28
38151.059028	7.74	55.4
38151.069444	7.55	69.15
38151.079861	7.74	69.16
38151.090278	7.74	69.68
38151.100694	7.74	69.16
38151.111111	7.74	69.16
38151.121528	7.74	69.68
38151.131944	7.74	69.68
38151.142361	7.74	69.68
38151.152778	7.74	69.68
38151.163194	7.74	69.68
38151.173611	7.74	69.68
38151.184028	7.74	69.68
38151.194444	7.74	69.68
38151.204861	7.74	69.68
38151.215278	7.74	69.68
38151.225694	7.74	69.68
38151.236111	7.74	69.68
38151.246528	7.74	69.68
38151.256944	7.74	69.68
38151.267361	7.74	69.68
38151.277778	7.74	69.68
38151.288194	7.74	69.68
38151.298611	7.74	69.68
38151.309028	7.74	69.16
38151.319444	7.74	69.68
38151.329861	7.74	69.16
38151.340278	7.74	69.16
38151.350694	7.74	69.16
38151.361111	7.74	69.16
38151.371528	7.74	69.16
38151.381944	7.74	69.16
38151.392361	7.74	69.16
38151.402778	7.74	69.16
38151.413194	7.74	69.16
38151.423611	7.74	69.16
38151.434028	7.74	69.16
38151.444444	7.74	69.16
38151.454861	7.74	69.16
38151.465278	7.74	69.16
38151.475694	7.92	69.16
38151.486111	7.92	69.16
38151.496528	7.92	69.16
38151.506944	7.92	69.69
38151.517361	7.74	69.68
38151.527778	7.74	69.68
38151.538194	7.74	69.68
38151.548611	7.55	69.68
38151.559028	7.55	69.68
38151.569444	7.55	69.68
38151.579861	7.55	69.68
38151.590278	7.55	70.21
38151.600694	7.55	70.21
38151.611111	7.55	70.21
38151.621528	7.55	70.21
38151.631944	7.55	70.21
38151.642361	7.55	70.21
38151.652778	7.55	70.21
38151.663194	7.55	70.21
38151.673611	7.55	70.21
38151.684028	7.55	70.21
38151.694444	7.55	70.21
38151.704861	7.55	70.21
38151.715278	7.55	70.21
38151.725694	7.55	70.21
38151.736111	7.55	70.21
38151.746528	7.55	69.68
38151.756944	7.55	69.68
38151.767361	7.55	69.68
38151.777778	7.36	69.68
38151.788194	7.36	69.68
38151.798611	7.36	69.15
38151.809028	7.36	69.68
38151.819444	7.36	69.68
38151.829861	7.36	69.15
38151.840278	7.36	69.15
38151.850694	7.36	69.15
38151.861111	7.36	69.15
38151.871528	7.36	69.15
38151.881944	7.36	69.15
38151.892361	7.36	69.15
38151.902778	7.36	69.15
38151.913194	7.36	69.15
38151.923611	7.36	68.62
38151.934028	7.36	68.62
38151.944444	7.36	68.62
38151.954861	7.36	68.62
38151.965278	7.36	68.62
38151.975694	7.36	68.62
38151.986111	7.74	55.92
38151.996528	7.74	52.75
38152.006944	7.74	56.98
38152.017361	7.74	55.92
38152.027778	7.55	64.39
38152.038194	7.74	56.45
38152.048611	7.74	57.51
38152.059028	7.74	59.1
38152.069444	7.74	59.63
38152.079861	7.74	59.63
38152.090278	7.74	58.04
38152.100694	7.74	62.8
38152.111111	7.74	62.8
38152.121528	7.36	73.91
38152.131944	7.36	73.91
38152.142361	7.36	73.91
38152.152778	7.36	73.91
38152.163194	7.36	73.91
38152.173611	7.36	73.91
38152.184028	7.36	73.91
38152.194444	7.36	73.91
38152.204861	7.36	73.91
38152.215278	7.36	73.91
38152.225694	7.36	73.91
38152.236111	7.36	74.44
38152.246528	7.36	73.91
38152.256944	7.36	73.91
38152.267361	7.36	73.91
38152.277778	7.36	73.91
38152.288194	7.36	73.91
38152.298611	7.36	73.91
38152.309028	7.36	73.91
38152.319444	7.36	73.91
38152.329861	7.36	73.91
38152.340278	7.36	73.91
38152.350694	7.36	73.91
38152.361111	7.36	73.38
38152.371528	7.36	73.38
38152.381944	7.36	73.38
38152.392361	7.36	73.38
38152.402778	7.36	73.38
38152.413194	7.36	73.38
38152.423611	7.36	73.38
38152.434028	7.36	73.38
38152.444444	7.36	73.38
38152.454861	7.36	73.38
38152.465278	7.36	73.38
38152.475694	7.36	73.38
38152.486111	7.36	73.91
38152.496528	7.36	73.91
38152.506944	7.36	73.91
38152.517361	7.55	73.91
38152.527778	7.55	73.91
38152.538194	7.55	73.91
38152.548611	7.55	73.91
38152.559028	7.55	74.44
38152.569444	7.55	74.44
38152.579861	7.55	74.44
38152.590278	7.55	74.44
38152.600694	7.55	74.44
38152.611111	7.55	74.44
38152.621528	7.55	74.97
38152.631944	7.55	74.97
38152.642361	7.55	74.97
38152.652778	7.36	75.5
38152.663194	7.36	75.5
38152.673611	7.36	75.5
38152.684028	7.36	75.5
38152.694444	7.36	75.5
38152.704861	7.36	75.5
38152.715278	7.17	75.49
38152.725694	7.17	76.02
38152.736111	7.17	76.02
38152.746528	7.17	76.02
38152.756944	7.17	76.02
38152.767361	7.17	76.02
38152.777778	7.17	76.02
38152.788194	7.17	76.02
38152.798611	7.17	76.02
38152.809028	7.17	76.02
38152.819444	7.17	76.02
38152.829861	7.17	75.49
38152.840278	7.17	75.49
38152.850694	7.17	75.49
38152.861111	7.17	75.49
38152.871528	7.17	75.49
38152.881944	7.17	75.49
38152.892361	7.17	75.49
38152.902778	7.17	75.49
38152.913194	7.17	64.92
38152.923611	7.17	68.09
38152.934028	7.17	63.33
38152.944444	7.17	61.75
38152.954861	7.17	59.63
38152.965278	7.17	67.03
38152.975694	7.17	66.5
38152.986111	7.17	63.33
38152.996528	7.17	73.38
38153.006944	7.17	63.33
38153.017361	7.17	63.86
38153.027778	7.17	63.86
38153.038194	7.17	64.39
38153.048611	7.17	68.62
38153.059028	7.17	67.03
38153.069444	6.98	65.97
38153.079861	6.98	68.62
38153.090278	6.98	71.26
38153.100694	6.98	68.62
38153.111111	6.98	67.03
38153.121528	6.98	67.03
38153.131944	6.98	73.9
38153.142361	6.98	74.96
38153.152778	6.98	83.41
38153.163194	6.98	83.41
38153.173611	6.98	83.94
38153.184028	6.98	83.41
38153.194444	6.98	83.94
38153.204861	6.98	83.94
38153.215278	6.98	83.94
38153.225694	6.98	83.94
38153.236111	6.98	83.94
38153.246528	6.98	83.94
38153.256944	6.98	83.94
38153.267361	6.98	83.94
38153.277778	6.98	83.94
38153.288194	6.98	83.94
38153.298611	6.98	83.94
38153.309028	6.98	83.94
38153.319444	6.98	83.94
38153.329861	6.98	83.94
38153.340278	6.98	83.94
38153.350694	6.98	83.94
38153.361111	6.98	83.94
38153.371528	6.98	83.41
38153.381944	6.98	83.94
38153.392361	6.98	83.94
38153.402778	6.98	83.41
38153.413194	6.98	83.41
38153.423611	6.98	83.41
38153.434028	6.98	83.41
38153.444444	6.98	83.41
38153.454861	6.98	83.41
38153.465278	6.98	83.41
38153.475694	6.98	83.94
38153.486111	6.98	83.41
38153.496528	6.98	83.41
38153.506944	6.98	83.94
38153.517361	6.98	83.94
38153.527778	6.98	83.94
38153.538194	6.98	83.94
38153.548611	6.98	83.94
38153.559028	6.98	83.94
38153.569444	6.98	83.94
38153.579861	6.98	83.94
38153.590278	6.98	84.47
38153.600694	6.98	84.47
38153.611111	6.98	84.47
38153.621528	6.98	84.47
38153.631944	6.98	84.47
38153.642361	6.98	84.47
38153.652778	6.98	85
38153.663194	6.98	85
38153.673611	6.98	85
38153.684028	6.98	85
38153.694444	6.98	85
38153.704861	6.98	85
38153.715278	6.98	85
38153.725694	6.98	85
38153.736111	6.98	85.53
38153.746528	6.98	85
38153.756944	6.98	85.53
38153.767361	6.98	85
38153.777778	6.79	84.99
38153.788194	6.79	84.99
38153.798611	6.79	84.99
38153.809028	6.79	84.99
38153.819444	6.79	84.99
38153.829861	6.79	84.99
38153.840278	6.79	84.99
38153.850694	6.79	84.99
38153.861111	6.79	84.99
38153.871528	6.79	84.99
38153.881944	6.79	84.46
38153.892361	6.79	84.46
38153.902778	6.79	84.46
38153.913194	6.79	84.46
38153.923611	6.79	84.46
38153.934028	6.79	84.46
38153.944444	6.79	84.46
38153.954861	6.79	84.46
38153.965278	6.79	84.46
38153.975694	6.79	83.93
38153.986111	6.79	83.93
38153.996528	6.79	83.93
38154.006944	6.79	83.93
38154.017361	6.79	83.93
38154.027778	6.79	83.93
38154.038194	6.79	83.93
38154.048611	6.79	83.93
38154.059028	6.79	83.93
38154.069444	6.79	83.93
38154.079861	6.98	65.45
38154.090278	6.79	66.5
38154.100694	6.79	64.92
38154.111111	6.98	67.56
38154.121528	6.79	64.92
38154.131944	6.79	68.08
38154.142361	6.79	86.04
38154.152778	6.79	86.04
38154.163194	6.79	86.04
38154.173611	6.79	86.04
38154.184028	6.79	86.04
38154.194444	6.79	86.04
38154.204861	6.79	86.04
38154.215278	6.79	86.04
38154.225694	6.79	86.04
38154.236111	6.79	86.57
38154.246528	6.79	86.04
38154.256944	6.79	86.57
38154.267361	6.79	86.04
38154.277778	6.79	86.57
38154.288194	6.79	86.04
38154.298611	6.79	86.04
38154.309028	6.79	86.57
38154.319444	6.79	86.04
38154.329861	6.79	86.04
38154.340278	6.79	86.04
38154.350694	6.79	86.04
38154.361111	6.79	86.04
38154.371528	6.79	86.04
38154.381944	6.79	86.04
38154.392361	6.79	85.52
38154.402778	6.79	85.52
38154.413194	6.79	85.52
38154.423611	6.79	85.52
38154.434028	6.79	85.52
38154.444444	6.79	85.52
38154.454861	6.79	85.52
38154.465278	6.79	84.99
38154.475694	6.79	84.99
38154.486111	6.79	84.99
38154.496528	6.79	84.99
38154.506944	6.79	84.99
38154.517361	6.79	84.99
38154.527778	6.79	84.99
38154.538194	6.79	84.99
38154.548611	6.79	84.99
38154.559028	6.79	84.99
38154.569444	6.79	84.99
38154.579861	6.79	84.99
38154.590278	6.79	84.99
38154.600694	6.79	84.99
38154.611111	6.79	84.99
38154.621528	6.79	84.99
38154.631944	6.79	84.99
38154.642361	6.79	84.99
38154.652778	6.98	85
38154.663194	6.98	85
38154.673611	6.98	85.53
38154.684028	6.98	85.53
38154.694444	6.98	85
38154.704861	6.98	85.53
38154.715278	6.98	85.53
38154.725694	6.98	85.53
38154.736111	6.79	85.52
38154.746528	6.79	85.52
38154.756944	6.79	85.52
38154.767361	6.79	86.04
38154.777778	6.79	86.04
38154.788194	6.79	86.04
38154.798611	6.79	86.04
38154.809028	6.79	86.04
38154.819444	6.79	86.04
38154.829861	6.79	85.52
38154.840278	6.79	85.52
38154.850694	6.79	85.52
38154.861111	6.79	85.52
38154.871528	6.79	85.52
38154.881944	6.79	85.52
38154.892361	6.79	84.99
38154.902778	6.79	84.99
38154.913194	6.79	84.99
38154.923611	6.79	84.99
38154.934028	6.79	84.99
38154.944444	6.79	84.99
38154.954861	6.79	84.99
38154.965278	6.79	84.99
38154.975694	6.79	84.99
38154.986111	6.79	84.46
38154.996528	6.79	84.46
38155.006944	6.79	84.46
38155.017361	6.79	84.46
38155.027778	6.79	84.46
38155.038194	6.79	84.46
38155.048611	6.79	84.46
38155.059028	6.79	84.46
38155.069444	6.79	69.67
38155.079861	6.79	68.61
38155.090278	6.79	69.67
38155.100694	6.79	68.08
38155.111111	6.79	71.25
38155.121528	6.79	67.03
38155.131944	6.79	70.2
38155.142361	6.79	74.42
38155.152778	6.79	85.52
38155.163194	6.79	85.52
38155.173611	6.79	85.52
38155.184028	6.79	85.52
38155.194444	6.79	85.52
38155.204861	6.79	86.04
38155.215278	6.79	86.04
38155.225694	6.79	86.04
38155.236111	6.79	86.04
38155.246528	6.79	86.04
38155.256944	6.79	86.04
38155.267361	6.79	86.04
38155.277778	6.79	86.04
38155.288194	6.79	86.04
38155.298611	6.79	86.04
38155.309028	6.79	86.04
38155.319444	6.79	86.04
38155.329861	6.79	86.04
38155.340278	6.79	86.04
38155.350694	6.79	86.04
38155.361111	6.79	86.04
38155.371528	6.79	86.04
38155.381944	6.79	86.04
38155.392361	6.79	86.04
38155.402778	6.79	86.04
38155.413194	6.79	86.04
38155.423611	6.79	86.04
38155.434028	6.79	85.52
38155.444444	6.79	85.52
38155.454861	6.79	85.52
38155.465278	6.79	84.99
38155.475694	6.79	84.99
38155.486111	6.79	84.99
38155.496528	6.79	84.99
38155.506944	6.79	84.99
38155.517361	6.79	84.99
38155.527778	6.79	84.99
38155.538194	6.79	84.99
38155.548611	6.79	84.99
38155.559028	6.79	84.99
38155.569444	6.79	84.99
38155.579861	6.79	84.99
38155.590278	6.79	84.99
38155.600694	6.79	84.99
38155.611111	6.79	84.99
38155.621528	6.79	84.99
38155.631944	6.79	84.99
38155.642361	6.79	84.99
38155.652778	6.79	84.99
38155.663194	6.79	84.99
38155.673611	6.79	85.52
38155.684028	6.79	85.52
38155.694444	6.79	85.52
38155.704861	6.79	85.52
38155.715278	6.79	86.04
38155.725694	6.79	85.52
38155.736111	6.79	85.52
38155.746528	6.79	86.04
38155.756944	6.79	86.04
38155.767361	6.79	86.04
38155.777778	6.79	86.04
38155.788194	6.79	86.04
38155.798611	6.79	86.04
38155.809028	6.79	86.04
38155.819444	6.79	86.04
38155.829861	6.79	86.04
38155.840278	6.79	86.04
38155.850694	6.79	86.04
38155.861111	6.79	86.04
38155.871528	6.79	86.04
38155.881944	6.79	86.04
38155.892361	6.79	86.04
38155.902778	6.79	85.52
38155.913194	6.79	85.52
38155.923611	6.79	85.52
38155.934028	6.79	85.52
38155.944444	6.79	85.52
38155.954861	6.79	84.99
38155.965278	6.79	84.99
38155.975694	6.79	84.99
38155.986111	6.79	84.99
38155.996528	6.79	84.99
38156.006944	6.79	84.99
38156.017361	6.79	84.99
38156.027778	6.79	84.99
38156.038194	6.79	84.99
38156.048611	6.79	84.99
38156.059028	6.79	84.46
38156.069444	6.79	84.99
38156.079861	6.79	84.46
38156.090278	6.79	84.99
38156.100694	6.79	84.46
38156.111111	6.79	84.99
38156.121528	6.79	84.99
38156.131944	6.79	84.99
38156.142361	6.79	84.99
38156.152778	6.79	84.99
38156.163194	6.79	84.99
38156.173611	6.79	84.99
38156.184028	6.79	84.99
38156.194444	6.79	84.99
38156.204861	6.79	84.99
38156.215278	6.79	84.99
38156.225694	6.79	84.99
38156.236111	6.79	84.99
38156.246528	6.79	84.99
38156.256944	6.79	85.52
38156.267361	6.79	85.52
38156.277778	6.79	84.99
38156.288194	6.79	84.99
38156.298611	6.79	84.99
38156.309028	6.79	85.52
38156.319444	6.79	85.52
38156.329861	6.79	84.99
38156.340278	6.79	84.99
38156.350694	6.79	84.99
38156.361111	6.79	84.99
38156.371528	6.79	84.99
38156.381944	6.79	84.99
38156.392361	6.79	84.99
38156.402778	6.79	84.99
38156.413194	6.79	84.99
38156.423611	6.79	84.99
38156.434028	6.79	84.99
38156.444444	6.79	84.99
38156.454861	6.79	84.99
38156.465278	6.79	84.46
38156.475694	6.79	84.46
38156.486111	6.79	84.46
38156.496528	6.79	84.46
38156.506944	6.79	84.46
38156.517361	6.79	84.46
38156.527778	6.79	84.46
38156.538194	6.79	84.46
38156.548611	6.79	84.46
38156.559028	6.79	84.46
38156.569444	6.79	84.46
38156.579861	6.79	84.46
38156.590278	6.79	84.46
38156.600694	6.79	84.46
38156.611111	6.79	84.46
38156.621528	6.79	84.46
38156.631944	6.79	84.46
38156.642361	6.79	84.46
38156.652778	6.79	84.46
38156.663194	6.79	84.46
38156.673611	6.79	84.99
38156.684028	6.98	85
38156.694444	6.98	85
38156.704861	6.98	85
38156.715278	6.98	85
38156.725694	6.98	85
38156.736111	6.98	85
38156.746528	6.98	85
38156.756944	6.98	85.53
38156.767361	6.98	85.53
38156.777778	6.98	85.53
38156.788194	6.79	85.52
38156.798611	6.79	85.52
38156.809028	6.79	85.52
38156.819444	6.79	85.52
38156.829861	6.79	85.52
38156.840278	6.79	85.52
38156.850694	6.79	65.97
38156.861111	6.79	72.84
38156.871528	6.79	71.25
38156.881944	6.79	69.14
38156.892361	6.79	64.92
38156.902778	6.79	69.14
38156.913194	6.79	70.2
